Darcy Ryan [AU],Gholdengo ex
NORIFUMI MORI [JP],Terapagos Dusknoir
David Frans Daritan [AU],Charizard Pidgeot
Bradley Cannan-cole [AU],Charizard Pidgeot
Mia Fountain [AU],Palkia
Ryoya Naito [JP],Lugia Archeops
Calvin Khor [SG],Charizard Pidgeot
Hadyn Joyce [AU],Ceruledge ex
Adam Webb Ware [AU],Other
Yasuyuki Handa [AU],Roaring Moon ex
Edmond Deng [AU],Roaring Moon ex
Courtney Fox [AU],Lugia Archeops
Corey Munro [AU],Charizard Pidgeot
Fletcher Mason-Vidler [AU],Klawf Terapagos
Olivier Mendil [AU],Gholdengo ex
Christofer Gozali [AU],Charizard Pidgeot
Tyler Clynes [AU],Roaring Moon ex
Felipe Santos [AU],Raging Bolt Ogerpon
Geoff Abel [AU],Raging Bolt Ogerpon
Stuart Flynn [AU],Other
Kevin Min [AU],Lost Zone Box
Raymond Huynh [SG],Regidrago VSTAR
Xaria-Sofia Sachse [AU],Raging Bolt Ogerpon
Kota Shimokawara [JP],Charizard Pidgeot
Yong Siang Tan [SG],Regidrago VSTAR
Alistair Menzies [AU],Regidrago VSTAR
Jan Timothy Yang [AU],Archaludon ex
Mason Mitchell [AU],Gholdengo ex
xuancheng chen [CN],Miraidon ex
Julian Luvara [AU],Gholdengo ex
Connor Rose [AU],Regidrago VSTAR
David Younan [AU],Lost Zone Box
Rudy Rudy [ID],Charizard Pidgeot
Justin Djauhari [ID],Other
Ehren Roebuck [AU],Lugia Archeops
Julian Raghib [AU],Lost Zone Box
Darwin Rasubala [ID],Lost Zone Box
Yuki Tanaka [JP],Snorlax Stall
Christian Hasbani [AU],Gholdengo ex
Keith Ting [SG],Regidrago VSTAR
Adam Paterson [NZ],Lugia Archeops
Thomas Wohlsen [AU],Archaludon ex
Benjamin Kouzas [AU],Charizard Pidgeot
Lewis Gall [NZ],Charizard Pidgeot
Christopher Mathers [AU],Lost Zone Box
WaiLok Tse [AU],Raging Bolt Ogerpon
Shangchen Li [AU],Archaludon ex
Mitchell Payne [AU],Lost Zone Box
Sylas Golding [AU],Raging Bolt Ogerpon
Kallan Pham [AU],Other
Brendan Cliffe [AU],Roaring Moon ex
Nicholas Justin Sugianto [ID],Raging Bolt Ogerpon
Xavier Gibbon [AU],Klawf Terapagos
Shaun Sewell [AU],Regidrago VSTAR
Leigh Edwards [AU],Regidrago VSTAR
Hayden Peters [AU],Charizard Pidgeot
jiaqi peng [CN],Gardevoir ex
Wakamatsu Mikihiko [JP],Regidrago VSTAR
Kylie Flynn [AU],Raging Bolt Ogerpon
Michael Wilson [AU],Gholdengo ex
Jade Moss [AU],Roaring Moon ex
Daniel Hing [AU],Archaludon ex
Michael Millimaci [AU],Charizard Pidgeot
Josh Wilson [AU],Charizard Pidgeot
Jack Oldfield [AU],Ceruledge ex
Cara-ann Smart [AU],Other
Jason Slifka,Unknown
Michael Bennett [AU],Klawf Terapagos
Matthew Anderson [AU],Regidrago VSTAR
Max Prescott [AU],Regidrago VSTAR
Andi Cheung [AU],Lugia Archeops
Brendan Yun [AU],Raging Bolt Ogerpon
Morris Arnold [AU],Raging Bolt Ogerpon
Megan Pusey [AU],Other
Beau McElroy [AU],Other
James Breene [AU],Miraidon ex
Oliver Hadley [AU],Raging Bolt Ogerpon
David Mansell [AU],Regidrago VSTAR
Jayden Campbell [AU],Regidrago VSTAR
Jonico Dealca [AU],Terapagos Dusknoir
Jacob Smyth [AU],Lost Zone Box
Jordan Ung [AU],Miraidon ex
Jorja Doenau [AU],Roaring Moon ex
Wangyang Yang [AU],Terapagos Dusknoir
Caylam Lovercio [AU],Palkia
James Futcher [AU],Lugia Archeops
Gareth Murphy [AU],Terapagos Dusknoir
Nicholas Fox [AU],Regidrago VSTAR
Twila Illarietti [AU],Roaring Moon ex
Luke Mayers [AU],Lost Zone Box
Jamison Bulloch [AU],Roaring Moon ex
Bailey Faith [AU],Gholdengo ex
patrick Chatterton [AU],Other
Andre Pollacchi [AU],Klawf Terapagos
Arnouluck Sirisay [AU],Gholdengo ex
Cody Johnson-Quinn [AU],Regidrago VSTAR
Jarrad Paxton [AU],Terapagos Dusknoir
Xavier Lilleyman [AU],Klawf Terapagos
Damien Commadeur [AU],Other
Tycho Ward [AU],Other
James Hyde [AU],Regidrago VSTAR
Dylan Seery [AU],Miraidon ex
Aidan Hutchison [AU],Palkia
Madison Moyses [AU],Gholdengo ex
Michael Gennaccaro [AU],Klawf Terapagos
Joshua Ferguson [AU],Dragapult Iron Thorns
Coby Murray [AU],Miraidon ex
Sam Hendle [AU],Gholdengo ex
Jit Chang Bak [AU],Charizard Pidgeot
Emry Williams [AU],Snorlax Stall
Lexi De Carvalho [AU],Ceruledge ex
Nick Bell [AU],Charizard Pidgeot
Alan Gibbons [AU],Raging Bolt Ogerpon
Jacob Boydell [AU],Ancient Box
Janice Ross [AU],Miraidon ex
Joshua Johnson [AU],Terapagos Dusknoir
David Burness [AU],Charizard Pidgeot
Bee Blackwell [AU],Lost Zone Box
Cheree Spowart [AU],Raging Bolt Ogerpon
Amy Yan [AU],Gardevoir ex
Bee Jeffrey [AU],Gardevoir ex
Stephanie Parker [AU],Iron Thorns ex
Connor De Fina [AU],Lost Zone Box
toby albrecht [AU],Lost Zone Box
