dragapult-ex,0.01
ceruledge-ex,0.12
banette-gardevoir,0.14
dragapult-dusknoir,0.22
dragapult-pidgeot,0.29
ancient-box,0.42
pidgeot-control,0.45
palkia-dusknoir,0.46
iron-thorns-ex,0.66
lost-zone-box,0.67
miraidon-ex,1.01
snorlax-stall,1.37
lugia-archeops,3.26
roaring-moon-ex,3.38
terapagos-dusknoir,3.61
klawf-terapagos,5.78
raging-bolt-ogerpon,6.01
dragapult-iron-thorns,8.61
gholdengo-ex,9.67
archaludon-ex,10.18
charizard-pidgeot,11.28
gardevoir-ex-sv,11.74
regidrago-vstar,16.45
