iron-thorns-ex,0.03
gholdengo-ex,0.06
regidrago-vstar,0.2
archaludon-ex,0.11
raging-bolt-ogerpon,0.06
klawf-terapagos,0.07
gardevoir-ex-sv,0.2
roaring-moon-ex,0.03
snorlax-stall,0.02
charizard-pidgeot,0.1
dragapult-iron-thorns,0.05
lost-zone-box,0.01
dragapult-pidgeot,0.01
lugia-archeops,0.02
terapagos-dusknoir,0.01
pidgeot-control,0.02
