regidrago-vstar,1.36
gholdengo-ex,0.89
iron-thorns-ex,0.1
charizard-pidgeot,0.82
archaludon-ex,0.79
palkia-dusknoir,0.07
ancient-box,0.07
pidgeot-control,0.07
raging-bolt-ogerpon,0.39
dragapult-iron-thorns,0.6
klawf-terapagos,0.46
terapagos-dusknoir,0.22
lugia-archeops,0.28
roaring-moon-ex,0.33
snorlax-stall,0.18
gardevoir-ex-sv,1.25
miraidon-ex,0.03
lost-zone-box,0.08
dragapult-pidgeot,0.01
